tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_stopTime,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitingCount,tripinfo_waitingTime,emissions_CO2_abs,emissions_CO_abs,emissions_HC_abs,emissions_NOx_abs,emissions_PMx_abs,emissions_electricity_abs,emissions_fuel_abs
949.00,42201276#1_0,75.86,7.26,777.00,0.00,-389741417#1_0,5.10,0.00,tripinfo_259 emissions_259 fcd_259,172.00,259,0,983.99,1.02,0.00,91.42,DEFAULT_VEHTYPE,,2,64.00,478896.492715,16086.433349,84.244586,203.222588,9.554253,0,152750.215845
952.00,285931678_0,100.10,7.91,792.00,0.00,-389741417#1_0,5.10,0.00,tripinfo_264 emissions_264 fcd_264,160.00,264,0,960.71,0.98,0.00,65.86,DEFAULT_VEHTYPE,,2,37.00,434791.377789,12735.939325,68.127830,183.875887,8.376817,0,138681.401280
969.00,42195044#2_0,71.43,8.20,669.00,0.00,48501815#1_0,5.10,0.00,tripinfo_223 emissions_223 fcd_223,300.00,223,0,1577.08,1.06,0.00,162.16,DEFAULT_VEHTYPE,,3,127.00,814816.021105,29360.846638,152.451607,344.698037,16.114024,0,259897.543126
969.00,42143918#12_1,83.60,6.34,759.00,0.00,1023791771#1_0,5.10,0.00,tripinfo_253 emissions_253 fcd_253,210.00,253,0,742.67,0.83,0.00,110.36,DEFAULT_VEHTYPE,,4,84.00,484230.440793,21005.038489,106.863526,209.934956,10.104528,0,154453.972587
969.00,-604749597_0,56.51,14.72,873.00,0.00,49582170_0,5.10,0.00,tripinfo_291 emissions_291 fcd_291,96.00,291,0,950.35,1.11,0.00,20.15,DEFAULT_VEHTYPE,,0,0.00,335286.024908,5358.084541,32.115440,137.121685,5.911878,0,106940.939158
978.00,48202930_1,100.29,6.46,714.00,0.00,42201278#0_0,5.10,0.00,tripinfo_238 emissions_238 fcd_238,264.00,238,0,1416.80,0.90,0.00,103.61,DEFAULT_VEHTYPE,,3,73.00,618204.884920,21256.862311,110.946990,259.031931,11.583645,0,197185.510233
978.00,40668087#4_0,113.68,8.09,780.00,0.00,972644144#1_0,5.10,0.00,tripinfo_260 emissions_260 fcd_260,198.00,260,0,1327.83,1.00,0.00,61.80,DEFAULT_VEHTYPE,,1,42.00,484273.578672,13626.374254,73.136782,199.506246,8.602548,0,154464.783394
978.00,42492699#1_0,71.02,7.47,879.00,0.00,42143918#12_0,5.10,0.00,tripinfo_293 emissions_293 fcd_293,99.00,293,0,733.37,0.99,0.00,14.10,DEFAULT_VEHTYPE,,0,0.00,209353.872671,4422.068950,24.897688,84.457769,3.332580,0,66775.346515
984.00,45421576#2_0,122.71,11.80,908.00,2.00,48202929#0_0,5.10,0.00,tripinfo_302 emissions_302 fcd_302,76.00,302,0,668.45,0.88,0.00,15.64,DEFAULT_VEHTYPE,,1,2.00,201821.827433,3685.356819,21.360586,80.243993,3.197876,0,64372.671676
987.00,49582170_0,54.01,15.29,771.00,0.00,48909342#0_0,5.10,0.00,tripinfo_257 emissions_257 fcd_257,216.00,257,0,2021.78,1.11,0.00,70.70,DEFAULT_VEHTYPE,,2,43.00,628925.579693,14041.058783,77.871820,253.095552,11.096917,0,200601.273312
993.00,65107406#2_1,0.20,7.25,897.00,0.00,-389741416_0,2.47,0.00,tripinfo_299 emissions_299 fcd_299,96.00,299,0,632.37,0.96,0.00,43.93,DEFAULT_VEHTYPE,,2,26.00,258720.671141,7959.748999,42.332708,110.970691,5.273140,0,82521.689629
994.00,334968591#3_0,68.37,7.26,735.00,0.00,334968130#0_0,0.20,0.00,tripinfo_245 emissions_245 fcd_245,259.00,245,0,1580.00,1.00,0.00,110.17,DEFAULT_VEHTYPE,,2,82.00,666479.590731,21498.870863,113.209596,279.647328,12.732159,0,212582.326800
998.00,-398531209_0,2.29,7.71,882.00,0.00,416775490#0_0,0.20,0.00,tripinfo_294 emissions_294 fcd_294,116.00,294,0,316.39,1.04,0.00,94.70,DEFAULT_VEHTYPE,,2,74.00,352085.999723,15645.789631,79.510971,156.375107,8.006559,0,112303.659832
1001.00,-398531209_0,2.29,7.07,750.00,0.00,42492699#4_0,5.10,0.00,tripinfo_250 emissions_250 fcd_250,251.00,250,0,1275.08,0.87,0.00,137.80,DEFAULT_VEHTYPE,,3,103.00,666485.995251,24167.969696,125.543177,284.139727,13.387029,0,212585.328878
1001.00,48202922_1,107.71,14.15,795.00,0.00,-972644144#1_0,5.10,0.00,tripinfo_265 emissions_265 fcd_265,206.00,265,0,1158.87,1.10,0.00,124.29,DEFAULT_VEHTYPE,,4,86.00,653741.304369,22153.027002,115.898032,280.806128,13.691624,0,208518.626852
1002.00,-389741419_0,106.76,14.60,816.00,3.00,-48202930_0,5.10,0.00,tripinfo_271 emissions_271 fcd_271,186.00,271,0,1152.56,1.09,0.00,85.67,DEFAULT_VEHTYPE,,2,46.00,511590.993992,15418.856309,81.985203,215.690116,9.917955,0,163177.715078
1006.00,398531209_0,2.29,3.08,894.00,0.00,48202930_0,5.10,0.00,tripinfo_298 emissions_298 fcd_298,112.00,298,0,759.25,0.91,0.00,40.42,DEFAULT_VEHTYPE,,1,12.00,297040.991273,7582.547670,41.398016,123.314345,5.379396,0,94744.115661
1010.00,49577049#0_0,55.37,12.24,888.00,0.00,311212628#0_0,5.10,0.00,tripinfo_296 emissions_296 fcd_296,122.00,296,0,783.91,0.97,0.00,41.09,DEFAULT_VEHTYPE,,1,23.00,317101.047067,8978.430366,48.210682,132.107036,5.789679,0,101142.959132
1013.00,1023791771#3_0,70.84,7.91,807.00,0.00,48866096_0,5.10,0.00,tripinfo_269 emissions_269 fcd_269,206.00,269,0,1028.43,1.10,0.00,119.05,DEFAULT_VEHTYPE,,3,77.00,623691.304174,21473.211661,112.425847,270.328521,13.107681,0,198933.903849
1019.00,40668087#4_0,113.68,7.10,837.00,0.00,492443599#1_0,5.10,0.00,tripinfo_279 emissions_279 fcd_279,182.00,279,0,1272.71,1.00,0.00,39.67,DEFAULT_VEHTYPE,,2,10.00,424367.692654,10237.305830,56.292815,171.597185,6.886909,0,135356.681449
1019.00,-389741417#1_0,73.50,13.91,954.00,0.00,300069416#1_0,1.65,0.00,tripinfo_318 emissions_318 fcd_318,65.00,318,0,718.41,1.14,0.00,11.27,DEFAULT_VEHTYPE,,0,0.00,203045.764110,2824.520127,17.421053,80.361235,3.260536,0,64762.462847
1028.00,389741419_0,106.37,13.31,927.00,0.00,48202933_0,5.10,0.00,tripinfo_309 emissions_309 fcd_309,101.00,309,0,691.27,1.01,0.00,46.81,DEFAULT_VEHTYPE,,1,35.00,309877.845999,9078.930344,48.235386,129.336585,5.937581,0,98838.970693
1032.00,492470513#1_0,108.66,7.37,783.00,0.00,47861233_0,5.10,0.00,tripinfo_261 emissions_261 fcd_261,249.00,261,0,1455.96,0.97,0.00,114.72,DEFAULT_VEHTYPE,,3,87.00,637212.364033,21538.376866,112.643585,266.486835,12.166571,0,203247.852986
1032.00,552651836_0,90.67,9.11,891.00,0.00,399285452#3_0,5.10,0.00,tripinfo_297 emissions_297 fcd_297,141.00,297,0,740.92,1.15,0.00,73.87,DEFAULT_VEHTYPE,,2,54.00,405938.758196,13938.047645,72.954017,173.753208,8.210622,0,129479.439727
1035.00,334968130#0_1,0.20,4.62,789.00,0.00,893252088_0,5.10,0.00,tripinfo_263 emissions_263 fcd_263,246.00,263,0,1173.29,0.96,0.00,146.61,DEFAULT_VEHTYPE,,4,108.00,661207.809972,25026.937356,129.094208,283.376027,13.579635,0,210902.095768
1040.00,-47861236_0,25.30,11.49,975.00,0.00,300069417#0_0,5.10,0.00,tripinfo_325 emissions_325 fcd_325,65.00,325,0,591.37,0.88,0.00,12.25,DEFAULT_VEHTYPE,,0,0.00,197866.509240,3205.635878,19.175504,80.105562,3.323635,0,63110.599763
1041.00,334968591#2_0,7.31,7.81,939.00,0.00,300069417#0_0,5.10,0.00,tripinfo_313 emissions_313 fcd_313,102.00,313,0,786.27,1.02,0.00,11.97,DEFAULT_VEHTYPE,,0,0.00,213073.169577,4194.125756,23.920982,83.375629,3.020597,0,67961.896051
1044.00,40668087#2_0,113.14,8.37,843.00,0.00,42195044#0_0,5.10,0.00,tripinfo_281 emissions_281 fcd_281,201.00,281,0,1053.43,1.15,0.00,90.07,DEFAULT_VEHTYPE,,3,68.00,476082.797749,17097.188103,88.809530,199.029201,8.848167,0,151854.132660
1046.00,-48202929#1_0,0.20,5.31,822.00,0.00,48501815#0_0,5.10,0.00,tripinfo_274 emissions_274 fcd_274,224.00,274,0,962.74,1.07,0.00,129.30,DEFAULT_VEHTYPE,,3,99.00,628397.550624,23926.357582,123.527684,270.186944,12.927537,0,200436.805210
1055.00,42201281#2_0,74.29,7.95,831.00,0.00,542434369#3_0,5.10,0.00,tripinfo_277 emissions_277 fcd_277,224.00,277,0,1453.24,1.07,0.00,107.54,DEFAULT_VEHTYPE,,2,78.00,623572.548069,19435.866970,102.894769,262.096251,12.161911,0,198895.938167
1057.00,893252088_0,60.86,14.64,849.00,0.00,-48202930_0,5.10,0.00,tripinfo_283 emissions_283 fcd_283,208.00,283,0,1434.59,1.06,0.00,87.90,DEFAULT_VEHTYPE,,2,62.00,578341.376954,17110.574646,91.067029,241.056931,10.979236,0,184468.636653
1075.00,893257053_0,38.12,7.97,858.00,0.00,48583899#0_0,5.10,0.00,tripinfo_286 emissions_286 fcd_286,217.00,286,0,1546.32,1.02,0.00,70.08,DEFAULT_VEHTYPE,,2,41.00,553668.832452,14669.682248,79.406533,226.693603,9.723507,0,176598.808875
1081.00,542434369#2_1,0.20,3.40,870.00,0.00,337277984#5_0,5.10,0.00,tripinfo_290 emissions_290 fcd_290,211.00,290,0,883.90,1.24,0.00,145.23,DEFAULT_VEHTYPE,,3,116.00,619692.597810,24674.881375,126.898482,269.980180,13.412115,0,197660.232370
1096.00,49577311#2_0,95.17,10.42,846.00,0.00,542434369#3_0,5.10,0.00,tripinfo_282 emissions_282 fcd_282,250.00,282,0,1495.98,0.84,0.00,87.01,DEFAULT_VEHTYPE,,2,54.00,589665.090749,17872.885360,95.026727,246.002212,10.864001,0,188081.010055
1097.00,1023791771#4_1,26.20,7.85,930.00,0.00,337277984#2_0,5.10,0.00,tripinfo_310 emissions_310 fcd_310,167.00,310,0,775.39,0.97,0.00,69.93,DEFAULT_VEHTYPE,,2,53.00,365828.432279,14091.102252,72.560647,153.923839,6.871383,0,116687.243399
1100.00,40668087#0_0,105.54,7.55,924.00,0.00,48866096_0,5.10,0.00,tripinfo_308 emissions_308 fcd_308,176.00,308,0,983.22,0.95,0.00,80.67,DEFAULT_VEHTYPE,,2,51.00,484743.231511,15485.664252,81.806386,206.176020,9.565485,0,154614.665837
1101.00,894151134#3_0,56.35,7.16,834.00,0.00,-60204530_0,5.10,0.00,tripinfo_278 emissions_278 fcd_278,267.00,278,0,1449.70,0.91,0.00,142.86,DEFAULT_VEHTYPE,,3,114.00,693130.237490,25648.623694,132.819362,294.926639,13.966596,0,221084.228339
1112.00,60204530_0,331.36,12.18,1044.00,0.00,47861237_0,5.10,0.00,tripinfo_348 emissions_348 fcd_348,68.00,348,0,434.11,0.92,0.00,32.96,DEFAULT_VEHTYPE,,1,21.00,193669.119547,5821.372687,30.924835,80.225457,3.601069,0,61773.156344
1113.00,264396528_0,82.87,6.65,987.00,0.00,-410645792_0,5.10,0.00,tripinfo_329 emissions_329 fcd_329,126.00,329,0,637.59,1.30,0.00,58.63,DEFAULT_VEHTYPE,,1,40.00,345736.440871,11944.563684,62.351129,148.618969,7.125652,0,110277.006220
1116.00,42492699#1_0,71.02,5.16,1011.00,0.00,42492699#4_0,5.10,0.00,tripinfo_337 emissions_337 fcd_337,105.00,337,0,597.23,0.75,0.00,13.98,DEFAULT_VEHTYPE,,0,0.00,194282.696426,5351.233835,28.778529,78.908414,3.113737,0,61968.998646
1117.00,303057278_0,7.53,12.43,1098.00,0.00,559910546#4_0,0.20,0.00,tripinfo_366 emissions_366 fcd_366,19.00,366,0,182.27,0.95,0.00,6.08,DEFAULT_VEHTYPE,,0,0.00,72477.718297,1324.097699,7.726240,29.704234,1.280602,0,23117.190002
1123.00,-48202929#1_0,0.20,12.78,1023.00,0.00,300069416#0_0,5.10,0.00,tripinfo_341 emissions_341 fcd_341,100.00,341,0,965.43,0.96,0.00,10.41,DEFAULT_VEHTYPE,,0,0.00,237443.463956,3659.179837,22.028931,92.526853,3.512087,0,75734.337008
1128.00,42201277#0_0,62.32,7.26,960.00,0.00,894151134#3_0,5.10,0.00,tripinfo_320 emissions_320 fcd_320,168.00,320,0,745.11,0.93,0.00,79.47,DEFAULT_VEHTYPE,,4,48.00,406708.138315,15454.548704,79.807129,173.974807,8.108428,0,129725.873703
1128.00,559910546#4_1,0.20,6.57,1038.00,0.00,48202925#1_0,5.10,0.00,tripinfo_346 emissions_346 fcd_346,90.00,346,0,365.89,0.98,0.00,66.16,DEFAULT_VEHTYPE,,2,44.00,288986.260076,10945.164909,56.660936,126.939315,6.337179,0,92176.008540
1129.00,42141326#11_0,112.14,7.67,819.00,0.00,893257053_0,5.10,0.00,tripinfo_273 emissions_273 fcd_273,310.00,273,0,1594.46,0.97,0.00,126.17,DEFAULT_VEHTYPE,,4,89.00,721546.528441,25702.577885,133.598911,303.058616,13.538674,0,230148.334523
1131.00,1023791771#4_0,26.20,7.54,933.00,0.00,300069417#2_0,5.10,0.00,tripinfo_311 emissions_311 fcd_311,198.00,311,0,1205.60,0.99,0.00,83.32,DEFAULT_VEHTYPE,,2,54.00,514211.082716,16217.155590,85.543757,214.196642,9.560429,0,164014.350577
1134.00,1023791771#0_0,49.91,8.64,948.00,0.00,389741416_0,2.47,0.00,tripinfo_316 emissions_316 fcd_316,186.00,316,0,585.01,1.04,0.00,122.41,DEFAULT_VEHTYPE,,3,107.00,478789.543756,21920.578159,110.956132,209.416623,10.352323,0,152718.852880
1137.00,337277984#6_0,140.87,8.15,876.00,0.00,552654210_0,5.10,0.00,tripinfo_292 emissions_292 fcd_292,261.00,292,0,1433.30,1.09,0.00,141.95,DEFAULT_VEHTYPE,,5,88.00,737246.520498,24584.533378,129.144334,316.642487,15.100203,0,235153.673311
1137.00,45421575#2_1,107.12,12.86,984.00,0.00,-47861236_0,5.10,0.00,tripinfo_328 emissions_328 fcd_328,153.00,328,0,1035.21,0.96,0.00,68.26,DEFAULT_VEHTYPE,,2,47.00,424301.118078,12628.134051,67.148543,176.050914,7.964339,0,135335.912621
1143.00,492470517_0,126.01,9.01,909.00,0.00,42143918#7_0,5.10,0.00,tripinfo_303 emissions_303 fcd_303,234.00,303,0,901.88,1.10,0.00,134.04,DEFAULT_VEHTYPE,,5,104.00,575218.086797,24304.593362,123.994132,247.346780,11.721140,0,183476.030690
1147.00,42141326#5_0,102.49,8.75,921.00,0.00,42195044#6_0,5.10,0.00,tripinfo_307 emissions_307 fcd_307,226.00,307,0,1060.52,1.13,0.00,119.21,DEFAULT_VEHTYPE,,5,84.00,576219.311555,21804.038636,112.618924,246.775010,11.661212,0,183793.879441
1149.00,48501815#3_0,0.20,13.74,942.00,0.00,42143918#5_0,5.10,0.00,tripinfo_314 emissions_314 fcd_314,207.00,314,0,1497.82,1.01,0.00,65.32,DEFAULT_VEHTYPE,,3,35.00,521811.565760,13810.562461,74.663474,213.672255,9.195521,0,166437.529670
1152.00,47861236_1,25.30,14.04,1131.00,0.00,940158936#2_0,5.10,0.00,tripinfo_377 emissions_377 fcd_377,21.00,377,0,200.30,1.09,0.00,3.96,DEFAULT_VEHTYPE,,0,0.00,72787.028934,1365.479391,7.895428,30.116403,1.335382,0,23215.805134
1172.00,65107406#1_1,0.20,6.01,1014.00,0.00,48583899#1_0,5.10,0.00,tripinfo_338 emissions_338 fcd_338,158.00,338,0,242.82,1.13,0.00,132.47,DEFAULT_VEHTYPE,,3,116.00,404045.903914,22006.484739,109.675896,182.049212,9.566327,0,128879.266417
1178.00,48202933_1,70.46,14.14,1065.00,0.00,48202929#0_0,5.10,0.00,tripinfo_355 emissions_355 fcd_355,113.00,355,0,553.61,1.05,0.00,68.97,DEFAULT_VEHTYPE,,2,45.00,360256.418672,12225.128869,64.085330,155.656253,7.551939,0,114908.076750
1180.00,398531209_0,2.29,4.86,957.00,0.00,42195044#7_0,5.10,0.00,tripinfo_319 emissions_319 fcd_319,223.00,319,0,842.27,1.11,0.00,146.00,DEFAULT_VEHTYPE,,6,103.00,618867.394839,25175.780402,129.053329,268.331006,13.023618,0,197397.692451
1180.00,48202930_0,100.29,6.78,1113.00,0.00,399285452#1_0,5.10,0.00,tripinfo_371 emissions_371 fcd_371,67.00,371,0,539.41,0.89,0.00,8.73,DEFAULT_VEHTYPE,,0,0.00,158493.616647,3001.914844,17.245217,63.030995,2.451433,0,50552.891611
1186.00,42141326#8_0,5.99,7.06,972.00,0.00,42143918#2_0,5.10,0.00,tripinfo_324 emissions_324 fcd_324,214.00,324,0,1220.01,0.98,0.00,64.06,DEFAULT_VEHTYPE,,2,44.00,446090.974691,14554.572867,76.453069,183.308276,7.666805,0,142287.477919
1186.00,1023791771#4_0,26.20,8.32,993.00,0.00,972644144#0_0,5.10,0.00,tripinfo_331 emissions_331 fcd_331,193.00,331,0,1244.55,1.01,0.00,81.96,DEFAULT_VEHTYPE,,3,52.00,509304.713315,15349.642050,81.494736,213.074374,9.689553,0,162448.719458
1190.00,1023791772_0,3.94,6.05,1062.00,0.00,389741417#0_0,5.10,0.00,tripinfo_354 emissions_354 fcd_354,128.00,354,0,628.41,0.87,0.00,52.06,DEFAULT_VEHTYPE,,2,34.00,300596.131542,10685.243638,55.593325,126.879766,5.705590,0,95879.647986
1193.00,118664583#0_0,99.28,19.08,964.00,1.00,48202930_0,5.10,0.00,tripinfo_321 emissions_321 fcd_321,229.00,321,0,1171.15,0.88,0.00,113.71,DEFAULT_VEHTYPE,,3,82.00,622398.592699,21612.949536,112.855981,264.051043,12.279457,0,198522.655172
1197.00,42195044#7_0,15.21,7.77,945.00,0.00,894151134#3_0,5.10,0.00,tripinfo_315 emissions_315 fcd_315,252.00,315,0,967.01,0.97,0.00,139.86,DEFAULT_VEHTYPE,,5,104.00,614196.621425,25608.092531,130.719790,264.714745,12.645634,0,195908.561760
1199.00,-48202929#0_0,93.94,12.99,1053.00,0.00,49577311#2_0,5.10,0.00,tripinfo_351 emissions_351 fcd_351,146.00,351,0,1123.07,0.96,0.00,60.97,DEFAULT_VEHTYPE,,1,44.00,420953.812546,11202.063722,60.567803,172.276799,7.631169,0,134267.759774
1203.00,42492699#1_0,71.02,6.60,996.00,0.00,48909342#3_0,5.10,0.00,tripinfo_332 emissions_332 fcd_332,207.00,332,0,1303.34,0.84,0.00,61.01,DEFAULT_VEHTYPE,,2,35.00,466729.302743,13708.012280,73.141692,191.664734,8.111581,0,148869.373608
1206.00,893253783_0,93.16,9.21,1080.00,0.00,-48202923_0,5.10,0.00,tripinfo_360 emissions_360 fcd_360,126.00,360,0,1123.59,1.21,0.00,49.76,DEFAULT_VEHTYPE,,1,27.00,429556.072305,9814.483758,54.551050,178.981676,8.278397,0,137009.910316
1208.00,542435212_1,24.60,13.43,1188.00,0.00,552654210_0,5.10,0.00,tripinfo_396 emissions_396 fcd_396,20.00,396,0,177.32,1.06,0.00,6.18,DEFAULT_VEHTYPE,,0,0.00,86717.604582,1543.123402,9.045479,36.716473,1.700698,0,27658.854111
1222.00,49582170_0,54.01,14.16,1176.00,0.00,370601722#0_0,5.10,0.00,tripinfo_392 emissions_392 fcd_392,46.00,392,0,443.93,1.04,0.00,13.35,DEFAULT_VEHTYPE,,0,0.00,182824.393621,3072.460623,18.176417,76.235503,3.463834,0,58312.454446
1225.00,42201277#5_0,82.33,8.04,969.00,0.00,547510537_0,5.10,0.00,tripinfo_323 emissions_323 fcd_323,256.00,323,0,1572.77,0.99,0.00,109.29,DEFAULT_VEHTYPE,,2,80.00,664686.909339,21286.237498,112.206237,278.584263,12.638328,0,212010.496950
1235.00,410645792_0,18.13,1.99,1137.00,0.00,300069417#1_0,5.10,0.00,tripinfo_379 emissions_379 fcd_379,98.00,379,0,576.68,1.05,0.00,16.89,DEFAULT_VEHTYPE,,0,0.00,206335.422029,5473.074020,29.599126,82.810149,3.227946,0,65813.365512
1237.00,42141326#2_1,95.75,9.25,1134.00,0.00,42201276#0_0,5.10,0.00,tripinfo_378 emissions_378 fcd_378,103.00,378,0,493.58,1.14,0.00,49.42,DEFAULT_VEHTYPE,,2,24.00,247050.241322,8697.902251,45.302413,104.096174,4.651451,0,78800.367343
1237.00,42201277#0_0,62.32,6.91,1158.00,0.00,118664583#0_0,5.10,0.00,tripinfo_386 emissions_386 fcd_386,79.00,386,0,501.32,0.98,0.00,29.76,DEFAULT_VEHTYPE,,1,16.00,218612.307422,6141.559790,33.063367,91.809012,4.132559,0,69728.688929
1239.00,42201276#2_0,205.35,7.72,1212.00,0.00,42201276#2_0,5.10,0.00,tripinfo_404 emissions_404 fcd_404,27.00,404,0,200.25,1.07,0.00,4.21,DEFAULT_VEHTYPE,,0,0.00,58868.525430,1309.887537,7.307735,23.609143,0.916911,0,18776.725735
1242.00,42201277#0_0,62.32,9.61,1119.00,0.00,49577049#2_0,5.10,0.00,tripinfo_373 emissions_373 fcd_373,123.00,373,0,1226.92,1.19,0.00,29.29,DEFAULT_VEHTYPE,,1,2.00,408492.284131,6814.400042,40.468179,166.237815,7.160725,0,130290.659870
1243.00,42201277#4_0,73.87,7.85,1059.00,0.00,48909342#0_0,5.10,0.00,tripinfo_353 emissions_353 fcd_353,184.00,353,0,1714.59,0.97,0.00,39.91,DEFAULT_VEHTYPE,,2,13.00,480719.588584,8887.776972,51.216109,189.843440,7.641139,0,153329.420971
1264.00,559910546#1_1,30.94,9.54,1164.00,0.00,972644144#0_0,5.10,0.00,tripinfo_388 emissions_388 fcd_388,100.00,388,0,733.33,1.16,0.00,51.75,DEFAULT_VEHTYPE,,2,26.00,340767.637363,9297.939477,50.226434,143.958643,6.838788,0,108690.878181
1265.00,42141326#6_0,109.63,8.07,1074.00,0.00,-402762623#0_0,5.10,0.00,tripinfo_358 emissions_358 fcd_358,191.00,358,0,866.54,0.97,0.00,62.44,DEFAULT_VEHTYPE,,2,35.00,389543.336802,14516.327704,75.042791,164.034545,7.277656,0,124251.222917
1268.00,399285450#0_1,43.29,8.32,1036.00,7.00,42201281#1_0,5.10,0.00,tripinfo_343 emissions_343 fcd_343,232.00,343,0,1265.26,1.13,0.00,137.42,DEFAULT_VEHTYPE,,4,100.00,690368.352771,24212.521412,126.252104,295.971933,14.268680,0,220202.003293
1268.00,49577311#2_0,95.17,13.20,1197.00,0.00,42195044#1_0,5.10,0.00,tripinfo_399 emissions_399 fcd_399,71.00,399,0,603.20,0.99,0.00,10.26,DEFAULT_VEHTYPE,,0,0.00,185644.438271,3354.462251,19.449425,74.185384,2.977025,0,59212.671111
1269.00,48500733_0,80.56,12.43,1032.00,0.00,334968591#1_0,5.10,0.00,tripinfo_344 emissions_344 fcd_344,237.00,344,0,1563.12,0.96,0.00,95.08,DEFAULT_VEHTYPE,,2,71.00,590809.225532,18263.583319,96.649165,244.167001,10.808932,0,188446.365049
1269.00,47861233_0,75.49,13.86,1095.00,0.00,42143918#2_0,5.10,0.00,tripinfo_365 emissions_365 fcd_365,174.00,365,0,1177.15,1.08,0.00,52.13,DEFAULT_VEHTYPE,,3,25.00,413579.764531,11313.652216,60.948364,169.266395,7.123942,0,131916.177717
1273.00,42195044#1_0,69.53,7.61,1068.00,0.00,65107406#2_0,0.20,0.00,tripinfo_356 emissions_356 fcd_356,205.00,356,0,1442.30,0.98,0.00,70.12,DEFAULT_VEHTYPE,,2,45.00,529024.971004,14550.169444,78.289505,218.376414,9.598772,0,168738.379883
1274.00,40668087#3_0,111.10,9.24,1209.00,0.00,42195044#8_0,5.10,0.00,tripinfo_403 emissions_403 fcd_403,65.00,403,0,475.03,1.11,0.00,13.18,DEFAULT_VEHTYPE,,1,3.00,149227.196190,3459.152806,19.139934,59.198655,2.249654,0,47597.744935
1278.00,894151134#0_0,21.88,7.03,1152.00,0.00,-604749597_0,5.10,0.00,tripinfo_384 emissions_384 fcd_384,126.00,384,0,895.09,0.98,0.00,57.92,DEFAULT_VEHTYPE,,1,42.00,345262.714738,10518.031549,55.740062,143.781184,6.600535,0,110125.697988
1279.00,-48202930_0,100.37,6.82,1071.00,0.00,42143918#8_0,5.10,0.00,tripinfo_357 emissions_357 fcd_357,208.00,357,0,986.91,0.85,0.00,100.43,DEFAULT_VEHTYPE,,3,74.00,500582.633469,18939.939806,97.744979,211.569170,9.699707,0,159668.931142
1289.00,894151134#0_0,21.88,7.75,1125.00,0.00,399285450#1_0,5.10,0.00,tripinfo_375 emissions_375 fcd_375,164.00,375,0,853.75,0.97,0.00,79.39,DEFAULT_VEHTYPE,,3,51.00,450986.135348,14976.647445,78.714465,191.970958,8.908350,0,143847.781993
1294.00,264396528_0,82.87,5.51,1206.00,0.00,42143918#7_0,5.10,0.00,tripinfo_402 emissions_402 fcd_402,88.00,402,0,667.47,1.09,0.00,9.65,DEFAULT_VEHTYPE,,0,0.00,168777.518840,3365.105486,19.134525,65.827906,2.355511,0,53833.406493
1326.00,972644144#1_0,71.12,13.18,1088.00,2.00,893252088_0,5.10,0.00,tripinfo_362 emissions_362 fcd_362,238.00,362,0,1349.58,0.97,0.00,126.40,DEFAULT_VEHTYPE,,4,85.00,698742.152821,22955.206711,120.723207,297.669428,14.046333,0,222872.367144
1328.00,42201277#5_0,82.33,7.13,1083.00,0.00,542434369#0_0,5.10,0.00,tripinfo_361 emissions_361 fcd_361,245.00,361,0,1618.04,0.99,0.00,102.81,DEFAULT_VEHTYPE,,3,72.00,656299.831619,19886.211807,105.392951,273.320734,12.372923,0,209334.758183
1332.00,972644144#1_0,71.12,12.83,1281.00,0.00,559910546#5_0,0.20,0.00,tripinfo_427 emissions_427 fcd_427,51.00,427,0,500.06,0.93,0.00,12.51,DEFAULT_VEHTYPE,,1,2.00,169644.019265,2999.308195,17.643174,70.123668,3.093655,0,54108.775355
1336.00,334968591#1_0,88.32,7.50,1017.00,0.00,305214685_0,0.20,0.00,tripinfo_339 emissions_339 fcd_339,319.00,339,0,1632.92,1.04,0.00,176.96,DEFAULT_VEHTYPE,,5,137.00,894877.090518,32390.524056,167.866367,381.749226,18.138883,0,285433.697808
1348.00,49577049#1_0,61.60,10.58,1323.00,0.00,-389741416_0,2.47,0.00,tripinfo_441 emissions_441 fcd_441,25.00,441,0,242.60,0.82,0.00,5.73,DEFAULT_VEHTYPE,,0,0.00,100288.761039,1769.172871,10.396339,41.674841,1.873091,0,31987.522381
1353.00,48202930_0,100.29,5.16,1260.00,0.00,399285452#3_0,5.10,0.00,tripinfo_420 emissions_420 fcd_420,93.00,420,0,400.64,0.95,0.00,56.04,DEFAULT_VEHTYPE,,2,42.00,257986.973416,10034.628888,51.654348,111.194005,5.378015,0,82288.872669
1354.00,389741419_0,106.37,6.91,1089.00,0.00,48202922_0,5.10,0.00,tripinfo_363 emissions_363 fcd_363,265.00,363,0,918.70,0.99,0.00,162.88,DEFAULT_VEHTYPE,,5,129.00,678443.148949,29389.245395,149.596291,294.278495,14.233643,0,216401.501587
